080278 35000 台苯永豐06購01  
079933 35000 寶成富邦08購01  
6698 35000 旭暉應材        
2362 34003 藍天            
032869 34000 臺指反凱基13購02
033352 34000 矽創永豐0B購02  
031899 34000 聯成永豐0A購03  
031861 34000 亞泥凱基11購01  
035848 34000 儒鴻統一0B購03  
035882 34000 國光生群益0B購01
031151 34000 京鼎兆豐0A購02  
1229 34000 聯華            
088664 34000 華碩元大09購03  
088849 34000 台苯永豐09購01  
086781 34000 台達電兆豐0A購01
087934 34000 兆豐金統一0B購01
035291 34000 萬海國票11購02  
07094P 34000 聯發科元大0B售08
079926 34000 滬深2X富邦08購01
081218 34000 南亞科統一09購01
076434 34000 美食國票07購01  
082622 34000 玉晶光永豐07購01
083267 34000 智原凱基08購01  
6112 34000 聚碩            
6141 34000 柏承            
032667 33000 順德富邦0C購01  
031424 33000 旺宏凱基0B購03  
006207 33000 FH滬深          
032510 33000 新興永豐0A購05  
032808 33000 東鋼國票0B購04  
032781 33000 長榮元大0A購26  
087528 33000 晶相光凱基0A購01
086522 33000 長榮航凱基11購01
086182 33000 旺宏日盛08購03  
088523 33000 南亞科國泰0B購01
2419 33000 仲琦            
07093P 33000 聯發科元大0B售07
034707 33000 長榮元富0B購05  
06204P 33000 廣宇國票09售01  
080606 33000 中石化元富0C購01
084870 33000 奇鋐元大08購03  
032604 32000 慧洋元大0C購01  
035902 32000 大成鋼群益12購01
035956 32000 中鋼元大0C購07  
035878 32000 國泰金群益0B購03
033136 32000 開發金元大0B購02
031118 32000 新纖統一0B購02  
03730C 32000 T50反1元大0A牛09
089557 32000 聯電統一0B購09  
086889 32000 統一群益0C購01  
2706 32000 第一店          
3011 32000 今皓            
06425P 32000 台積電富邦0A售03
06443P 32000 大立光元大09售09
033799 32000 國喬國票0C購02  
033690 32000 台新金元大0C購01
085246 32000 聯發科中信0C購01
080747 32000 長榮群益07購04  
080713 32000 玉晶光凱基07購06
080141 32000 中石化凱基07購02
076200 32000 台塑國票06購01  
078739 32000 圓剛元富09購03  
078875 32000 聯電元大06購19  
083795 32000 聯發科統一09購12
6224 32000 聚鼎            
6133 32000 金橋            
1504 31464 東元            
033186 31000 T50反1凱基13購02
030034 31000 國喬元大0C購01  
033277 31000 聯電統一15購01  
089798 31000 群創康和09購01  
088913 31000 立積群益0B購01  
086822 31000 統一元大09購01  
087310 31000 台聚永豐09購01  
087866 31000 上証2X元大09購02
035393 31000 榮成永豐0B購01  
035169 31000 長榮國票12購01  
034894 31000 順德凱基0B購01  
034222 31000 萬海元富0B購04  
06756P 31000 南帝凱基0A售02  
082772 31000 愛普統一09購05  
078976 31000 聯電日盛06購01  
4977 31000 眾達-KY         
033120 30000 中石化元大0A購08
033087 30000 正新元富0A購01  
031549 30000 長榮中信0C購03  
032388 30000 長榮統一0C購08  
032394 30000 榮運統一0C購01  
035918 30000 大成鋼統一0C購07
031947 30000 東聯元大0B購01  
032610 30000 群創元大0A購17  
032617 30000 鈺齊元大0A購02  
03013X 30000 元展13          
030533 30000 台達電凱基0A購01
030793 30000 瑞昱凱基0A購01  
030461 30000 威鋒電富邦0A購01
032306 30000 佳世達永豐0A購02
031027 30000 友達凱基0A購05  
087851 30000 台積電國票0C購04
087942 30000 達方統一0A購02  
08804P 30000 國巨元富07售08  
088030 30000 康舒永豐09購01  
087091 30000 美食元富09購01  
087024 30000 T50正2中信0B購03
085820 30000 台光電群益09購01
088847 30000 A50正2永豐09購02
088848 30000 台泥永豐09購01  
088879 30000 台泥凱基09購01  
088737 30000 華邦電永豐09購04
088616 30000 大立光永豐09購03
088368 30000 欣陸元富09購01  
089758 30000 巨大統一0B購01  
089702 30000 南帝元富09購03  
1454 30000 台富            
06510P 30000 鴻海國票0A售04  
06491P 30000 聯電凱基09售07  
06529P 30000 元石油群益09售02
06303P 30000 臺股指凱基08售14
06371P 30000 華新科元大08售03
05955P 30000 台積電統一07售10
05626P 30000 滬深2X凱基08售04
05502P 30000 聯電元富07售07  
05714P 30000 台積電群益08售04
034248 30000 新光鋼統一13購01
034026 30000 富邦金中信0B購02
05242P 30000 聯電國票06售07  
033750 30000 景碩兆豐0C購01  
033974 30000 華碩凱基0B購01  
034104 30000 新光鋼群益0B購05
034807 30000 世紀鋼凱基0C購01
034844 30000 A50正2元大12購01
033900 30000 友達統一15購05  
04248P 30000 緯穎元富0A售02  
033603 30000 南紡群益0B購02  
033546 30000 台積電元富12購07
06938P 30000 臺股指凱基0A售21
068403 30000 南亞科元富07購01
079389 30000 TPK元大07購01   
079982 30000 旺宏統一06購02  
079820 30000 榮成元大06購02  
079665 30000 台積電元大07購06
080521 30000 聯成群益07購01  
081039 30000 華邦電富邦07購02
081094 30000 祥碩中信0A購01  
078370 30000 和鑫元大06購02  
077590 30000 長榮統一06購02  
074971 30000 台達電富邦06購01
074352 30000 大立光統一07購02
082884 30000 台光電永豐07購01
082885 30000 圓剛永豐07購01  
083015 30000 東森凱基08購01  
082517 30000 儒鴻群益07購03  
082391 30000 為升凱基08購01  
081251 30000 長榮國票08購03  
081894 30000 GIS群益07購02   
081972 30000 台積電元大07購11
082138 30000 玉晶光統一09購04
083640 30000 眾達凱基07購01  
084001 30000 大銀永豐07購02  
083817 30000 臺股指麥證07購07
083341 30000 華新科統一09購04
083400 30000 旺宏日盛08購01  
083485 30000 台達電元富0A購02
084522 30000 超眾元大08購02  
084609 30000 台積電兆豐09購01
084733 30000 台積電元大09購08
084331 30000 聯電元大07購23  
085313 30000 群創元大09購03  
6525 30000 捷敏-KY         
8473 30000 山林水          
5471 29996 松翰            
030902 29000 聯電凱基0A購07  
033144 29000 玉晶光元大0A購05
030192 29000 宏泰凱基0A購01  
032440 29000 長榮元大0A購23  
032982 29000 華夏元富0A購03  
089998 29000 長榮中信11購01  
086196 29000 長榮航凱基08購03
4155 29000 訊映            
4576 29000 大銀微系統      
06968P 29000 南亞科群益0A售04
07203P 29000 聯電凱基0C售06  
05098P 29000 中興電國票06售05
034836 29000 健策康和0C購01  
034054 29000 元大金麥證0B購01
05911P 29000 和碩元富08售01  
085434 29000 大立光統一0A購03
081546 29000 益航永豐07購01  
078155 29000 晶碩中信09購01  
081136 29000 神隆凱基0A購01  
080396 29000 群光元大09購01  
080300 29000 長興群益07購01  
080053 29000 上証2X元大08購01
079014 29000 台泥元大06購01  
9941 28020 裕融            
032423 28000 大成鋼元大0A購10
035674 28000 裕民第一15購01  
020018 28000 統一價值成長30N 
030419 28000 潤泰全元大0C購01
031411 28000 華紙凱基0A購02  
030532 28000 泰豐凱基0B購01  
089913 28000 眾達凱基11購01  
1423 28000 利華            
089660 28000 新日興麥證0B購01
1713 28000 國化            
088383 28000 臺股指國票0A購13
088654 28000 台塑元大09購02  
06394P 28000 華新科凱基08售07
035240 28000 大成鋼群益0C購07
034856 28000 長榮元大0C購10  
034399 28000 台塑國票11購01  
034697 28000 富邦金群益0C購04
078989 28000 香港2X凱基07購01
080018 28000 長榮航國票08購02
079694 28000 金像電國票07購03
078749 28000 台達電國票07購01
084734 28000 台積電元大0B購01
083930 28000 可成中信09購01  
085621 28000 T50反1凱基0C購05
9943 28000 好樂迪          
033149 27000 炎洲元大0B購01  
032205 27000 元大金群益0B購01
033249 27000 富邦金元大11購02
032143 27000 長榮凱基0A購16  
032824 27000 長榮康和0A購07  
031622 27000 大成鋼統一0B購04
088795 27000 玉晶光群益13購01
2705 27000 六福            
2543 27000 皇昌            
033979 27000 群創凱基11購02  
05701P 27000 金像電元富07售01
06190P 27000 台積電凱基08售19
085581 27000 奇鋐兆豐08購01  
085540 27000 台勝科永豐08購01
085081 27000 群創永豐08購03  
083757 27000 聯電第一11購01  
081900 27000 國喬凱基07購01  
034407 26000 裕民國票0C購02  
031741 26000 新光鋼凱基0C購01
033146 26000 群創元大0A購24  
030996 26000 滬深2X國泰0C購01
031419 26000 聯電凱基0C購03  
031441 26000 華邦電麥證0C購01
088431 26000 群創日盛0A購02  
088529 26000 緯穎國泰0B購01  
089124 26000 滬深2X元大0C購07
1442 26000 名軒            
06502P 26000 聯詠元大09售03  
034282 26000 中石化兆豐0C購02
035137 26000 友達統一0B購12  
035216 26000 華邦電第一15購01
071448 26000 矽力統一07購01  
082127 26000 聯電統一08購06  
081493 26000 長榮凱基0B購02  
081467 26000 創意元富11購01  
084055 26000 智原富邦08購01  
077393 26000 台積電凱基0B購01
076675 26000 台積電凱基09購01
2478 25015 大毅            
030558 25000 南亞科統一0C購02
030784 25000 大成鋼凱基12購01
031264 25000 大亞統一0C購01  
033133 25000 義隆元大0C購01  
032669 25000 國泰金富邦0C購01
031874 25000 允強凱基0C購01  
032826 25000 萬海康和0A購02  
032770 25000 中鋼元大0A購15  
03800P 25000 大立光元富09售03
035547 25000 華邦電統一0B購06
4571 25000 鈞興-KY         
089717 25000 聯詠兆豐0B購01  
088812 25000 偉詮電元大0B購01
086143 25000 光寶科元大08購01
085898 25000 祥碩國票08購02  
086512 25000 國巨日盛09購02  
086465 25000 微星兆豐09購01  
087201 25000 同欣電麥證0A購01
088197 25000 欣興群益0A購01  
034970 25000 玉晶光元大12購03
035465 25000 玉晶光國票0B購04
034406 25000 聯發科國票0C購06
034355 25000 玉晶光元富12購03
034687 25000 允強群益0B購02  
034093 25000 富邦金元大0B購04
034156 25000 力山永豐0B購01  
05798P 25000 聯電元大07售07  
077069 25000 愛普統一09購01  
078718 25000 聯電統一07購04  
078490 25000 友達國票07購03  
080221 25000 中石化元大0A購02
079636 25000 榮成兆豐06購01  
081051 25000 寶齡國票0A購01  
080877 25000 台船中信07購01  
084828 25000 台積電統一11購02
083668 25000 聯電統一09購04  
083838 25000 臺股指凱基09購12
083297 25000 強茂元大07購04  
083315 25000 帆宣元大07購02  
082194 25000 信邦永豐07購01  
081973 25000 台積電元大08購05
081782 25000 台玻康和07購01  
081843 25000 中興電永豐07購01
082297 25000 欣興元大07購06  
085238 25000 和碩元大09購01  
085169 25000 牧德凱基08購01  
085529 25000 亞光中信09購01  
085450 25000 聯電元富0A購01  
0051 24020 元大中型100     
00656R 24000 國泰中國A50反1  
031271 24000 萬海統一0C購02  
031321 24000 永豐餘元大0A購02
030415 24000 台驊控元大0A購01
032231 24000 惠特統一0C購03  
032268 24000 玉晶光元大0C購02
032208 24000 新纖統一0C購01  
032203 24000 慧洋群益0B購02  
032732 24000 南紡凱基0C購02  
032086 24000 台苯永豐0A購02  
032033 24000 玉晶光富邦0B購01
031500 24000 台積電元大11購09
035513 24000 正新永豐0B購01  
087812 24000 創意兆豐09購04  
086428 24000 聯詠富邦0B購01  
086475 24000 茂林兆豐0A購01  
085831 24000 欣興群益09購02  
088480 24000 南茂國票0A購03  
08929P 24000 可成元富07售04  
089830 24000 儒鴻元大09購03  
1541 24000 錩泰            
4560 24000 強信-KY         
06272P 24000 南電凱基09售02  
06503P 24000 日月光元大09售04
06668P 24000 鴻海凱基0C售02  
033800 24000 中石化國票0C購02
034659 24000 長榮永豐0B購04  
034258 24000 萬海統一17購01  
034494 24000 中信金元大0C購01
034976 24000 華新科麥證0C購01
07085P 24000 臺股指凱基0B售12
085469 24000 台積電麥證0C購02
085189 24000 台灣50群益09購05
082296 24000 欣興元大07購05  
083796 24000 大立光統一09購10
076206 24000 臺股指國票09購01
074464 24000 華擎元富0A購01  
035654 23000 大成鋼國泰12購01
031671 23000 長榮航元大0C購02
030318 23000 台積電麥證0B購04
030085 23000 美德醫群益0B購01
1720 23000 生達            
089699 23000 A50正2元富09購05
089465 23000 南亞科國票0A購01
089362 23000 長榮元大12購02  
088328 23000 廣宇元大0B購02  
087530 23000 台勝科凱基09購01
035035 23000 廣達麥證0B購01  
035296 23000 華晶科國票0C購02
035457 23000 萬海國票11購03  
034503 23000 台苯凱基11購01  
034473 23000 聚陽元大11購01  
035696 23000 台灣5G元大0C購01
04845P 23000 台積電凱基07售06
034724 23000 中石化元大0B購04
033919 23000 和桐元大0B購02  
034782 23000 長榮第一15購02  
034275 23000 新光鋼富邦13購01
034596 23000 鴻海統一0B購04  
073964 23000 欣興國泰08購01  
07245P 23000 國巨國泰12售02  
075839 23000 強茂元富08購01  
078897 23000 和碩元大06購01  
080704 23000 強茂凱基08購01  
079606 23000 鴻海國泰0B購02  
079200 23000 群創群益07購01  
084200 23000 華邦電元大07購16
084298 23000 佳世達兆豐08購01
082314 23000 台達化統一08購01
082996 23000 臺股指元大08購09
6108 23000 競國            
2387 22902 精元            
1227 22303 佳格            
030668 22000 彩晶永豐0A購01  
031922 22000 嘉澤永豐0A購01  
035496 22000 聯發科國泰12購01
033860 22000 智伸科凱基0B購01
1323 22000 永裕            
089263 22000 南電統一0A購09  
087342 22000 可成凱基0B購01  
087815 22000 台塑凱基0B購01  
087841 22000 台表科凱基11購01
087609 22000 聯電永豐09購02  
088203 22000 聚陽台新09購01  
4763 22000 材料-KY         
06643P 22000 聯電元大09售06  
06386P 22000 聯詠國票08售02  
06434P 22000 大立光元大09售08
06248P 22000 台積電統一09售22
035123 22000 長榮永豐0B購06  
069043 22000 上銀元富08購01  
06887P 22000 臺股指群益0A售17
082830 22000 同欣電元大08購01
081376 22000 聯電麥證0A購01  
084246 22000 智原統一09購02  
084650 22000 鴻海群益0A購02  
083238 22000 台達電群益08購02
079034 22000 瑞昱元大06購03  
080106 22000 國喬群益07購01  
078769 22000 台苯群益07購01  
6165 22000 浪凡            
032535 21000 長榮凱基0A購17  
031443 21000 矽統麥證0B購01  
031532 21000 國巨富邦0C購02  
032829 21000 中鋼富邦0A購05  
031092 21000 永豐餘群益0B購01
00717 21000 富邦美國特別股  
030787 21000 南帝凱基12購01  
2528 21000 皇普            
3543 21000 州巧            
088090 21000 可成元富0C購01  
088053 21000 長榮航元大09購04
087664 21000 開發金兆豐0A購01
085961 21000 友達凱基08購10  
086137 21000 南電群益08購06  
086762 21000 台灣50凱基0B購01
088864 21000 玉晶光永豐09購03
088903 21000 聯電群益0A購08  
1726 21000 永記            
1737 21000 臺鹽            
069634 21000 欣興元富08購02  
07145P 21000 T50反1元富12售12
034575 21000 亞德客凱基0B購01
034589 21000 聚陽統一0C購01  
033422 21000 明泰永豐0B購01  
033537 21000 萬海富邦0C購01  
06411P 21000 滬深2X凱基0B售02
078745 21000 潤泰新元富0C購01
077801 21000 元石油元富09購01
080287 21000 康那香永豐06購01
081197 21000 華邦電元大08購03
082277 21000 智邦元大07購06  
082147 21000 惠特元富08購01  
082065 21000 台塑元大07購01  
083071 21000 台積電麥證0B購02
082474 21000 強茂元富09購03  
085224 21000 聯電元大0C購01  
9188 21000 精熙-DR         
9946 20152 三發地產        
030697 20000 南帝群益0B購06  
030536 20000 威盛凱基0A購01  
031293 20000 華邦電康和11購01
00678 20000 群益NBI生技     
030031 20000 松翰統一0B購02  
030180 20000 智邦兆豐0B購01  
031099 20000 光磊群益0B購01  
030350 20000 立隆電群益0A購01
030991 20000 申豐元大0C購01  
031969 20000 智原元大0B購01  
032835 20000 長榮航富邦0B購01
032811 20000 國巨國票0B購02  
032804 20000 中纖國票0B購01  
031976 20000 安普新元大0B購01
031469 20000 台表科群益0A購01
032496 20000 台泥永豐0A購02  
031738 20000 華榮凱基0C購02  
031754 20000 乙盛凱基0A購04  
033359 20000 友達群益0B購01  
031901 20000 台玻永豐0A購02  
035955 20000 中鋼元大0C購06  
035075 20000 禾伸堂群益0B購01
033840 20000 台積電兆豐0B購01
035589 20000 允強元大0B購03  
089946 20000 南帝富邦0A購01  
088934 20000 玉晶光統一0B購06
088813 20000 美律元大09購02  
088819 20000 聯詠元大09購11  
088669 20000 瑞軒元大09購02  
088452 20000 華碩統一0B購01  
089295 20000 聚陽國票0A購02  
089175 20000 日月光國泰0B購01
089084 20000 台船統一0B購02  
089069 20000 偉詮電凱基09購02
089485 20000 道瓊銅元富09購01
086675 20000 華邦電統一0B購03
086946 20000 欣興元大09購05  
086470 20000 欣興兆豐0A購02  
086461 20000 茂林群益09購01  
086571 20000 智伸科元大0A購01
086300 20000 台積電麥證09購03
086265 20000 友達永豐09購01  
085803 20000 日月光元大08購03
085748 20000 聯陽永豐08購02  
087597 20000 臺股指元大09購05
087680 20000 為升元大09購04  
087800 20000 中信金麥證0A購01
087802 20000 榮成兆豐09購01  
087315 20000 榮成永豐09購01  
087543 20000 A50正2元富09購03
087529 20000 晶相光凱基0B購01
087503 20000 大立光兆豐09購02
087158 20000 嘉聯益富邦0B購01
087065 20000 台積電群益0B購03
3535 20000 晶彩科          
06499P 20000 元石油元大09售01
06558P 20000 金融類群益09售02
06758P 20000 台積電凱基11售02
068028 20000 國巨元富07購12  
06805P 20000 聯電元大0A售06  
06249P 20000 T50反1元富12售02
06237P 20000 台積電群益08售21
06101P 20000 台灣50凱基07售20
05712P 20000 世紀鋼元大07售06
05858P 20000 聯發科統一07售06
05613P 20000 聯電凱基07售05  
05877P 20000 台灣50群益07售11
034627 20000 國光生元富12購02
034650 20000 國光生國泰11購01
034301 20000 中鋼永豐0B購01  
033458 20000 聯發科群益0B購06
035453 20000 聯發科國票0B購09
033679 20000 敬鵬元大0C購01  
033643 20000 華新統一0B購02  
035314 20000 智邦元大0B購02  
034569 20000 新唐國泰11購01  
034542 20000 長榮航統一0C購05
035119 20000 美時永豐0B購01  
034527 20000 奇鋐康和0B購01  
034486 20000 裕民元大0B購04  
04346P 20000 台積電中信08售02
071133 20000 為升元富09購01  
06944P 20000 群創國票0A售06  
06867P 20000 T50正2富邦0C售02
084876 20000 乙盛元大08購02  
084974 20000 聯發科凱基0C購05
085482 20000 上証2X凱基0B購01
085364 20000 盛群永豐08購02  
082460 20000 偉詮電元大07購01
083054 20000 TPK兆豐07購01   
082177 20000 金像電兆豐08購01
081839 20000 欣興凱基08購03  
081822 20000 華邦電凱基07購05
081814 20000 台達電凱基08購01
081342 20000 億豐群益09購01  
081275 20000 中纖統一09購01  
081512 20000 台達化富邦09購01
081557 20000 亞光永豐07購01  
081583 20000 台玻元大07購03  
081716 20000 亞光統一09購01  
083179 20000 滬深2X國票08購02
083311 20000 群創元大09購02  
083509 20000 鴻海元大07購24  
083587 20000 聯電國票07購08  
083568 20000 瑞昱群益08購01  
083401 20000 臺股指日盛09購01
083394 20000 大立光中信09購04
083428 20000 美利達永豐07購01
083751 20000 緯穎國票08購01  
083892 20000 台達電元大07購12
084677 20000 欣興國票09購01  
084765 20000 台積電日盛0C購02
084281 20000 全新中信08購02  
084213 20000 智原元大07購04  
084127 20000 順德兆豐07購01  
084107 20000 台灣50中信09購03
081173 20000 東森永豐07購01  
081066 20000 遠東新中信07購01
080271 20000 瑞昱富邦06購01  
080432 20000 台化兆豐06購01  
080595 20000 榮成統一08購01  
080571 20000 長榮永豐06購10  
080630 20000 滬深2X元大07購09
080260 20000 台塑富邦06購01  
079764 20000 茂林國泰08購01  
079972 20000 可成群益08購03  
078951 20000 全新元富0C購02  
079599 20000 嘉澤元富06購02  
079401 20000 欣興國票07購02  
077586 20000 聯電統一06購09  
078142 20000 全新群益06購01  
078573 20000 聯電元大06購11  
078298 20000 聯電兆豐07購01  
075884 20000 聯電凱基06購01  
075728 20000 玉晶光元大08購02
075624 20000 台表科富邦06購01
077029 20000 世芯凱基06購01  
076958 20000 滬深2X群益06購02
074810 20000 力成統一06購01  
074045 20000 台積電元大07購02
6277 20000 宏正            
5258 20000 虹堡            
00652 19105 富邦印度        
030560 19000 長榮統一0C購03  
031213 19000 友達凱基12購01  
030328 19000 矽格麥證0A購01  
032257 19000 長榮元大0B購06  
035484 19000 萬海群益13購02  
032632 19000 國巨統一0B購05  
033122 19000 台玻元大0B購02  
032390 19000 長榮統一0C購10  
035557 19000 創意統一0B購06  
087526 19000 玉晶光凱基09購04
087816 19000 南亞凱基09購01  
085977 19000 臺股指凱基0B購04
086213 19000 微星富邦09購01  
086060 19000 南亞科統一09購04
088774 19000 矽創兆豐0A購02  
1339 19000 昭輝            
1236 19000 宏亞            
06967P 19000 華邦電群益0A售01
035688 19000 玉晶光凱基12購02
033734 19000 台表科國票0C購01
033568 19000 富邦金永豐0B購01
034216 19000 台橡元富0B購01  
05761P 19000 台積電凱基08售07
06135P 19000 美食元大07售02  
06146P 19000 聯發科兆豐08售03
06307P 19000 聯發科元大08售13
07210P 19000 台灣50元大11售08
084705 19000 緯創統一0A購01  
081527 19000 華榮永豐07購01  
081495 19000 榮運凱基07購01  
082379 19000 T50反1兆豐0C購02
085487 19000 聯電凱基0B購02  
085183 19000 南電統一09購09  
911622 19000 泰聚亨-DR       
032948 18000 力鵬元大0C購01  
031663 18000 京元電元大0A購02
032673 18000 台泥中信0A購01  
030550 18000 申豐凱基11購01  
030537 18000 圓剛凱基0A購01  
00680L 18000 元大美債20正2   
089571 18000 美利達中信09購01
089336 18000 南帝元大09購07  
089032 18000 國巨中信09購05  
086360 18000 臺股指元大0B購11
085988 18000 華邦電元大0C購03
086661 18000 佳世達國票0A購01
2850 18000 新產            
06202P 18000 臺股指群益08售02
06218P 18000 國巨元大08售05  
06022P 18000 鴻海凱基08售10  
06024P 18000 台積電凱基07售17
06677P 18000 長榮元富0A售06  
033565 18000 技嘉永豐0B購01  
04414P 18000 臻鼎元富0A售01  
034566 18000 華新科國泰11購01
07100P 18000 長榮凱基0B售13  
07072P 18000 聯發科群益0B售12
071823 18000 新光金元大06購01
081722 18000 台勝科統一09購01
082001 18000 SGBR2X中信09購01
084610 18000 宏碁兆豐08購01  
079195 18000 元金2X群益07購01
080234 18000 台積電元大06購16
9935 18000 慶豐富          
9942 18000 茂順            
6214 18000 精誠            
2207 17262 和泰車          
00685L 17000 群益臺灣加權正2 
00753L 17000 中信中國50正2   
031273 17000 群創統一0C購06  
030625 17000 立積元大0A購05  
031237 17000 華紙群益0A購02  
032619 17000 世紀鋼元大0B購02
033357 17000 台玻群益0C購01  
031544 17000 大立光永豐0A購02
032862 17000 長榮群益0A購10  
032076 17000 中石化兆豐0B購02
034467 17000 亞聚元大0B購03  
089027 17000 祥碩元大0B購01  
087540 17000 晶豪科統一0B購04
06874P 17000 華夏元富0A售02  
034495 17000 大立光元大0B購02
035464 17000 玉晶光國票0B購03
035404 17000 開發金元富13購01
06617P 17000 鴻海元富0C售13  
05991P 17000 同欣電元富08售03
05459P 17000 台積電凱基08售06
034314 17000 上証2X群益0B購02
084205 17000 億光元大07購05  
083924 17000 漢唐兆豐08購02  
9905 17000 大華            
035539 16000 聚陽統一0B購05  
032873 16000 聚陽凱基0A購01  
033384 16000 義隆元大11購01  
035818 16000 奇鋐兆豐11購01  
031217 16000 長榮凱基0B購06  
030964 16000 中鴻元大0A購04  
031334 16000 長榮元大0A購16  
030495 16000 力山兆豐0A購01  
031374 16000 晶技永豐0A購01  
030786 16000 南帝凱基0C購01  
087323 16000 盟立永豐09購01  
087221 16000 景碩凱基09購03  
087792 16000 晶碩永豐09購03  
086385 16000 玉晶光國票0A購06
2348 16000 海悅            
2616 16000 山隆            
034056 16000 臺股指麥證0C購06
033994 16000 新光金兆豐12購01
05922P 16000 聯發科凱基08售09
05939P 16000 聯發科凱基08售11
06051P 16000 鴻海國票09售02  
06650P 16000 榮成元大09售04  
06792P 16000 聯發科富邦0C售04
034981 16000 南紡群益0B購03  
034388 16000 國泰金元大0C購03
070874 16000 奇鋐元富08購02  
07081P 16000 國泰金凱基0B售05
083220 16000 聯電元富07購11  
082767 16000 台勝科統一09購02
080973 16000 聯電元大07購04  
078293 16000 立積國票08購01  
085652 16000 華邦電統一0A購02
2106 15571 建大            
03074X 15000 元展69          
030477 15000 台玻永豐0A購01  
031339 15000 聯鈞元大0A購01  
030449 15000 臺股指元大11購06
032221 15000 長榮統一11購03  
032698 15000 彩晶永豐0A購05  
033256 15000 智原元大0B購02  
031667 15000 長榮元大0A購18  
032543 15000 台航凱基12購01  
032879 15000 裕民凱基0A購03  
032005 15000 新唐群益0B購03  
031517 15000 正文元大0A購01  
033051 15000 泰豐永豐0A購03  
2423 15000 固緯            
1316 15000 上曜            
089741 15000 巨大永豐09購01  
089634 15000 聯發科凱基13購03
089190 15000 漢唐凱基0A購01  
089296 15000 正新國票0A購02  
088702 15000 華碩國泰0B購02  
088413 15000 聯電群益0A購06  
088395 15000 亞德客中信09購01
088490 15000 A50正2元大0C購01
086610 15000 元石油群益09購01
086725 15000 臺股指元大0A購16
086791 15000 和碩兆豐09購01  
085915 15000 光罩中信08購01  
085880 15000 鴻海國票0A購03  
087908 15000 聯電群益0A購05  
087625 15000 滬深2X凱基09購05
087259 15000 強茂國票0A購01  
087353 15000 聯發科麥證09購04
087576 15000 國喬元大0A購01  
2482 15000 連宇            
2748 15000 雲品            
3702A 15000 大聯大甲特      
06889P 15000 友達國票0A售03  
06836P 15000 臺股指麥證0C售05
06983P 15000 國巨元大0A售03  
033449 15000 矽創元大0B購03  
06610P 15000 台灣50凱基09售12
06469P 15000 友達元富09售08  
06244P 15000 可成元大08售03  
06369P 15000 旺宏元大08售03  
05897P 15000 聯發科國票08售08
05814P 15000 台灣50中信0A售02
034134 15000 聯電第一15購02  
035751 15000 和桐元富13購01  
035762 15000 國光生元富13購01
035763 15000 正文元富13購01  
05415P 15000 華新科國票07售04
085195 15000 宏碁群益0A購02  
084923 15000 台積電元大08購18
078275 15000 亞光國票09購01  
078277 15000 玉晶光國票08購06
078278 15000 京鼎國票08購01  
078771 15000 聯電群益08購01  
078243 15000 康舒元富0C購01  
078051 15000 華邦電元大06購02
077103 15000 聯電統一07購02  
073045 15000 嘉澤元富07購02  
076208 15000 臺股指國票09購03
076344 15000 為升國泰07購01  
076536 15000 健策元大06購02  
074977 15000 TPK富邦06購01   
081102 15000 永光群益09購01  
080309 15000 欣興群益06購03  
080083 15000 新興元大06購02  
079256 15000 欣興元大07購03  
079319 15000 大立光中信07購03
079276 15000 中工國票08購01  
079565 15000 台玻國票07購01  
082910 15000 玉晶光群益07購06
083154 15000 台積電群益08購10
082555 15000 美指2X統一09購01
082136 15000 可成統一09購02  
082243 15000 台新金凱基08購01
081847 15000 廣宇永豐07購02  
081829 15000 長榮凱基08購08  
081501 15000 威健凱基07購01  
081270 15000 大成統一09購01  
081259 15000 訊芯國泰09購01  
083471 15000 聯發科統一09購11
083700 15000 晶技元富07購04  
084186 15000 元金2X元大08購01
5234 15000 達興材料        
8039 14106 台虹            
031626 14000 義隆統一0C購02  
030823 14000 南紡中信0A購01  
031196 14000 長榮兆豐0A購02  
030718 14000 台聚元大0A購03  
00851 14000 台新全球AI      
033872 14000 聯詠群益0C購02  
2849 14000 安泰銀          
2546 14000 根基            
087719 14000 松翰統一0B購01  
089346 14000 台積電元大0C購11
089442 14000 元大金群益09購01
034290 14000 中鋼中信0B購03  
035235 14000 萬海永豐0B購03  
05734P 14000 大立光凱基08售03
033531 14000 新光金國票0C購01
05194P 14000 圓剛元富09售02  
07090P 14000 國光生元富12售03
083712 14000 聯電元大07購15  
083449 14000 志超凱基08購01  
082248 14000 乙盛凱基07購01  
082089 14000 南電元大07購06  
082881 14000 南茂兆豐08購01  
079554 14000 彩晶群益07購01  
079930 14000 欣興富邦06購02  
080296 14000 臺股指中信0C購01
080843 14000 長榮元富06購06  
07249P 14000 南電凱基0B售03  
074354 14000 創意統一07購01  
085449 14000 三陽元富09購01  
6768 14000 志強-KY         
00771 13427 元大US高息特別股
030235 13000 大成永豐0A購01  
031343 13000 晶相光元大0A購01
031335 13000 長榮元大12購03  
030841 13000 強茂兆豐0B購01  
032664 13000 致新麥證0A購01  
032003 13000 聯詠群益0C購01  
032422 13000 大成鋼元大0A購09
034421 13000 萬海統一11購03  
089378 13000 南電元大09購08  
089394 13000 華紙凱基0C購01  
089835 13000 台橡元大0B購01  
1616 13000 億泰            
1529 13000 樂士            
087699 13000 台表科元大0B購01
088206 13000 儒鴻統一0B購01  
087490 13000 台化群益0B購01  
087181 13000 聯電群益0A購03  
