033809 413000 群創麥證0B購01  
032915 412000 大亞國票0A購01  
1451 410000 年興            
085530 409000 南電中信0A購02  
086320 408000 南電凱基09購05  
034219 408000 友達元富12購04  
075336 407000 上緯控富邦07購01
035714 406000 友達元大0B購15  
034568 406000 群創國泰11購02  
3312 406000 弘憶股          
034226 404000 矽創元富0C購04  
2206 403000 三陽工業        
089626 402000 鴻海凱基0B購07  
087777 401000 祥碩中信0A購02  
084470 401000 鴻海凱基08購12  
05460P 400000 台積電凱基0A售04
033590 400000 富邦金凱基15購01
085284 400000 台積電凱基08購27
083127 400000 台積電凱基08購10
089640 399000 聯詠凱基0B購01  
034174 399000 台郡永豐0B購01  
035357 399000 台積電兆豐0B購04
080479 399000 中興電元大09購01
088901 397000 臺股指凱基0C購17
033733 397000 新唐國票0C購01  
084166 396000 台積電凱基09購08
2357 394816 華碩            
1467 394000 南緯            
034141 394000 聯電凱基0C購04  
033349 394000 祥碩永豐0B購01  
081859 394000 欣興中信08購02  
031344 393000 智易元大0C購02  
086401 393000 友達統一0B購01  
083383 393000 台達電國泰09購01
5607 393000 遠雄港          
032839 392000 亞泥中信0A購01  
035515 392000 金像電永豐0B購01
034564 392000 友達國泰11購01  
073994 392000 精元元富08購03  
2376 391027 技嘉            
082775 391000 南電統一09購05  
3062 391000 建漢            
082695 389000 鴻海凱基09購03  
086925 386000 精成科兆豐09購01
2820 386000 華票            
032277 381000 長榮富邦0C購02  
035428 381000 聯發科元大11購07
033553 381000 技嘉中信0B購01  
00708L 380000 期元大S&P黃金正2
06575P 380000 儒鴻元大09售02  
080733 380000 大成國票07購01  
1731 380000 美吾華          
06977P 379000 裕民元富0A售01  
076675 379000 台積電凱基09購01
031971 378000 新唐元大0A購02  
086601 378000 南電國泰0B購01  
077646 378000 大亞統一08購01  
1722 377760 台肥            
086545 377000 華通元大09購01  
6152 377000 百一            
033433 376000 偉詮電元大0B購02
030981 375000 宏達電元大0B購02
086557 375000 欣興元大11購01  
074465 375000 智易元富08購02  
1514 374430 亞力            
086709 374000 微星元大09購02  
087153 374000 牧德國泰0B購01  
034505 373000 國巨凱基0B購05  
079583 373000 上銀統一08購03  
2723 373000 美食-KY         
032874 372000 國巨凱基0A購05  
034737 372000 長榮元大0B購12  
034942 371000 聯詠群益11購02  
033037 370000 光罩兆豐0B購01  
034641 370000 矽創元大0B購05  
4414 370000 如興            
034977 369000 智邦富邦0B購01  
2417 369000 圓剛            
4904 368400 遠傳            
083350 368000 百和統一09購01  
089963 367000 鴻海元大0A購03  
03497B 367000 臺股指元大0A熊18
080424 367000 國巨富邦08購03  
080495 367000 金像電元大06購07
082239 364000 聯發科凱基09購02
3712 364000 永崴投控        
020020 363000 元大台股領航N   
030850 362000 群創兆豐0A購02  
033093 362000 友達元富12購02  
087123 361000 南電元大09購06  
034911 360000 臺股指元大0B購25
033852 360000 聯詠永豐0B購01  
033854 360000 緯穎永豐0B購01  
035163 360000 國巨國票0B購06  
074411 359000 欣興元大07購01  
086498 358000 南電元富09購06  
034725 358000 華新元大0B購08  
032989 357000 台積電元富12購04
083805 357000 大立光元富0A購03
6215 357000 和椿            
030131 356000 盟立凱基0A購01  
087347 355000 貿聯凱基0B購01  
033683 355000 台光電元大0B購01
089529 354000 立積元大0C購02  
082793 354000 大立光元富07購08
1460 353000 宏遠            
034870 353000 矽創元大0B購06  
06316P 352000 臺股指群益08售12
2033 351994 佳大            
1108 351000 幸福            
1612 351000 宏泰            
082372 351000 祥碩群益08購03  
031844 350000 新唐兆豐0B購01  
034181 350000 華城元大0C購01  
084584 350000 T50反1富邦0B購01
035259 349000 智原凱基11購02  
034748 349000 愛普元大0B購02  
033982 349000 新唐凱基0B購02  
035435 349000 欣興元大0B購04  
081954 349000 祥碩統一09購02  
086306 348000 台積電凱基09購12
030384 347000 佳格元大0A購01  
089230 347000 智邦永豐09購01  
030385 346000 佳格元大0A購02  
034750 346000 愛普元大0C購01  
031358 345000 大成鋼中信0A購01
031831 345000 裕隆富邦0B購01  
081476 344000 瑞軒康和07購01  
085428 343000 南電元大08購05  
2642 342940 宅配通          
2905 342015 三商            
035575 341000 欣興元富12購03  
034837 341000 世紀鋼康和0C購01
2358 340000 廷鑫            
033220 339000 欣興元富0B購03  
033957 339000 緯穎國票0C購02  
034610 339000 群創統一0B購12  
085122 339000 明基材元大08購01
3031 339000 佰鴻            
031598 338000 晶技國票0B購01  
087367 338000 元石油元大09購02
034661 338000 愛普永豐0B購01  
032056 337000 王品國票0B購01  
035195 337000 聯發科元富0C購06
032270 336000 台泥富邦0B購01  
082699 336000 華邦電凱基08購03
04518P 335000 立積元富0A售01  
088939 335000 立積統一0B購02  
2491 334100 吉祥全          
035048 334000 群創國票0B購04  
031323 333000 台達電元大0A購01
085024 333000 緯穎元大08購03  
1732 333000 毛寶            
035495 332000 友達國泰12購01  
035119 332000 美時永豐0B購01  
030603 331000 廣宇元大12購01  
030241 331000 鴻海永豐0A購03  
1598 331000 岱宇            
033898 331000 允強統一0B購01  
034683 331000 長榮第一15購01  
072423 331000 世紀鋼元富09購02
083139 330000 欣興凱基0A購01  
031223 329000 立積凱基0A購04  
086340 329000 義隆元大09購01  
034491 329000 高鐵元大0C購01  
081878 329000 上証2X群益07購01
082277 329000 智邦元大07購06  
034570 328000 大立光富邦0C購02
035559 328000 群創統一0B購18  
083003 328000 聯電凱基0A購03  
084208 328000 聯發科元大07購36
083631 327000 聯發科凱基0A購02
083034 326000 台積電中信09購09
088786 325000 台達電富邦0A購01
088871 324000 立積永豐09購05  
2484 324000 希華            
035328 323000 聯詠元大0B購04  
1459 323000 聯發            
035504 323000 聯發科凱基0B購09
079961 323000 臺股指凱基0C購04
035313 322000 智邦元大0B購01  
032640 321000 萬海統一11購01  
034548 321000 欣興統一11購03  
084203 321000 順德元大07購09  
086817 320000 欣興元富0B購02  
084075 320000 鴻海元大07購30  
9802 320000 鈺齊-KY         
03731P 319000 國巨元富08售08  
033476 319000 元翎凱基0C購01  
081300 319000 聯電元大07購05  
034088 318000 友達元大0B購10  
085073 318000 佳世達永豐08購01
6269 317936 台郡            
2449 317695 京元電子        
030653 317000 中鋼永豐0A購01  
030153 317000 義隆富邦0B購01  
034633 317000 中鋼元大0B購08  
035292 316000 聯詠國票0B購05  
9105 316000 泰金寶-DR       
04996P 315000 世芯國票06售03  
033172 314000 聯發科永豐0B購03
030955 314000 台泥元大0B購01  
033345 314000 欣興永豐0B購02  
035497 314000 聯發科國泰14購01
5706 314000 鳳凰            
034334 313000 聯發科群益0B購10
080546 312000 欣興統一08購02  
086934 311000 友達元大0B購02  
034462 311000 晶技群益0C購01  
3607 311000 谷崧            
087907 310000 聯電群益09購03  
079578 310000 大立光國票07購03
079386 310000 欣興元大08購01  
088516 309000 矽創元大09購04  
086642 308000 群創凱基0A購01  
6202 307912 盛群            
035297 307000 新唐國票0C購02  
069057 307000 美利達元富08購01
3622 306950 洋華            
032480 306000 長榮第一14購01  
035315 305000 佳世達元大0C購03
034760 305000 長榮統一0C購13  
087576 304000 國喬元大0A購01  
088089 304000 京元電元富09購01
080362 304000 國巨元富09購05  
2915 304000 潤泰全          
031212 303000 凌陽凱基0A購03  
032256 303000 長榮元大0A購21  
035126 303000 華新統一0C購04  
2415 303000 錩新            
032923 302000 佳世達國票0B購01
034547 302000 開發金統一0C購01
033449 302000 矽創元大0B購03  
086274 301000 南茂永豐09購01  
069043 301000 上銀元富08購01  
080356 301000 榮成元富06購03  
081752 301000 南亞科元大07購01
030298 300000 威鋒電元富11購02
032240 300000 華夏元大0C購01  
086592 300000 中信金國票09購01
086718 300000 創意元大09購05  
08748P 300000 台積電元富07售02
087319 300000 鴻海永豐09購05  
088528 300000 同欣電國泰0B購01
088561 300000 國巨凱基09購12  
078135 300000 旺宏群益06購02  
035236 300000 群創永豐0B購04  
034499 300000 矽創元大0B購04  
074561 300000 大立光凱基06購05
082575 300000 台郡統一09購01  
083715 300000 鴻海元大07購26  
2412 299010 中華電          
034590 299000 台玻統一0C購03  
082679 299000 聯發科麥證0A購02
075624 299000 台表科富邦06購01
087779 297000 南亞永豐09購01  
033390 296000 晶技元大12購01  
034166 296000 國泰金永豐0B購01
085369 296000 聯電群益08購07  
034075 295000 華新元大11購02  
034216 295000 台橡元富0B購01  
033190 294000 矽統凱基11購01  
031083 294000 臺股指元大11購07
035496 294000 聯發科國泰12購01
034973 294000 晶碩元大0C購02  
080347 294000 台光電統一08購02
085187 294000 佳世達元富0A購01
1618 294000 合機            
031923 293000 緯穎永豐0A購01  
088809 293000 華碩元大09購04  
083410 293000 華泰永豐07購02  
033314 292000 欣興元富12購02  
035434 291000 聯詠元大0B購06  
085107 291000 聯電元大08購07  
032646 290000 矽創統一11購01  
034148 290000 友達凱基11購03  
035225 290000 南電國泰11購02  
075596 290000 SGBR2X凱基06購01
081671 290000 長榮富邦08購02  
085514 290000 中興電國泰0A購01
06142P 288000 臺股指中信0A售06
089003 288000 國巨元大09購04  
086773 288000 聯詠凱基09購03  
06754P 288000 台灣50凱基0C售03
033464 288000 精成科群益0B購01
085707 288000 大立光富邦09購03
034784 287000 鴻海國泰11購05  
032580 287000 華新元大0A購02  
032191 287000 群光群益0B購01  
07230P 287000 萬海群益13售05  
085143 287000 臺指反中信0B購01
035329 286000 聯詠元大12購02  
033585 286000 技嘉凱基12購01  
2106 285004 建大            
030611 285000 盟立元大0A購01  
088201 285000 台郡群益09購02  
084799 285000 台積電群益08購18
035326 284000 國泰金元大0B購05
035446 284000 華新國票0C購02  
086575 283000 台郡元大0B購01  
034565 283000 友達國泰13購01  
034741 283000 長榮元大12購06  
083700 283000 晶技元富07購04  
034469 282000 新纖元大0B購03  
086581 281000 欣興康和09購01  
030378 280000 致新群益0B購01  
034475 280000 華新元大0C購02  
034605 280000 裕民統一0B購03  
8367 280000 建新國際        
030485 279000 長榮永豐0A購02  
032728 279000 台泥凱基0A購01  
086853 279000 南電元大09購04  
2823 277800 中壽            
031826 277000 百和元大0B購01  
030290 276000 大立光元富0A購05
2029 276000 盛餘            
034581 275000 南亞科凱基0B購02
06863P 275000 台灣50麥證0C售02
082764 275000 欣興統一09購04  
4906 275000 正文            
034571 274000 友達第一15購01  
085342 274000 日月光中信08購03
035568 273000 佳世達元富0C購02
034496 273000 大立光元大0C購08
077085 272000 世芯元富06購01  
033494 271000 聯發科統一11購02
081022 271000 欣興統一08購03  
030127 270000 台積電凱基0B購07
030993 270000 明基材元大0A購01
087071 270000 裕隆統一0B購01  
085429 270000 南電元大08購06  
030606 269000 華邦電元大12購01
030406 269000 超豐元大0A購01  
078486 269000 旺宏國票06購02  
034778 268000 長榮富邦12購01  
089571 268000 美利達中信09購01
035200 268000 大立光元富0B購03
080975 267000 金像電元大07購06
031839 266000 上銀兆豐0B購01  
034474 266000 華新元大0B購07  
033889 266000 華新統一13購02  
085563 266000 嘉澤群益09購01  
033257 265000 晶技元大11購01  
088379 265000 巨大國票0A購01  
034421 265000 萬海統一11購03  
035263 265000 愛普凱基11購02  
1708 265000 東鹼            
033591 264000 國泰金凱基15購01
033620 264000 華新元富0B購01  
082497 264000 大立光統一09購06
089251 263000 英業達統一0B購04
07224P 263000 儒鴻國票0B售01  
084315 263000 大立光凱基07購09
080381 263000 大成元大09購01  
030235 262000 大成永豐0A購01  
035608 262000 群創元大0B購16  
034007 262000 友達群益0B購06  
032137 261000 大成鋼凱基14購03
1441 260000 大東            
031354 259000 臺股指元大0A購31
089573 259000 南紡永豐09購02  
2731 259000 雄獅            
034629 258000 晶技康和0B購01  
089231 257000 智邦永豐09購02  
088936 257000 群創統一0B購05  
035194 257000 聯發科元富0C購05
033994 256000 新光金兆豐12購01
035562 256000 愛普統一0C購02  
083871 255000 智邦國票08購02  
5258 255000 虹堡            
032632 254000 國巨統一0B購05  
086535 254000 南電凱基09購06  
035609 254000 群創元大0B購17  
06545P 254000 聯詠富邦0B售02  
030963 253000 春源元大0A購01  
031342 253000 群創元大0A購11  
088355 253000 美食統一0B購01  
080416 253000 惠特元大07購02  
085317 252000 美利達元大08購02
3380 251708 明泰            
086849 251000 祥碩元大09購03  
082937 251000 美利達統一09購01
081504 251000 嘉威凱基07購01  
088094 250000 日月光元富0C購01
033603 250000 南紡群益0B購02  
034144 250000 國巨凱基15購01  
034593 250000 中鋼統一0C購13  
081823 250000 敬鵬凱基08購01  
080342 250000 中興電統一07購05
084131 250000 同欣電兆豐07購02
084680 250000 安集國泰0A購01  
085698 250000 台郡國泰0A購01  
3515 249886 華擎            
030542 249000 健和興凱基0B購01
030939 249000 群創群益0C購02  
033507 249000 晶技統一11購02  
3419 249000 譁裕            
4106 248001 雃博            
031584 248000 長榮凱基14購03  
034507 248000 聯發科凱基15購02
035450 248000 順德國票0C購01  
034897 248000 大立光凱基0C購03
081151 248000 大立光凱基0A購01
032635 247000 長榮統一0C購11  
089528 247000 立積元大09購10  
087391 247000 金像電元大0B購01
034791 247000 愛普國泰11購01  
034447 246000 聯發科國泰11購03
034155 246000 緯穎凱基0C購01  
032573 245000 上証2X元大0A購04
031869 245000 東鋼凱基14購01  
081141 245000 華邦電凱基08購02
075267 245000 台郡國泰07購01  
00861 244960 元大全球未來通訊
034726 244000 台玻元大0B購08  
080648 244000 強茂元大08購01  
4935 244000 茂林-KY         
030052 243000 玉晶光元大0A購03
